Keyword,Position,"Previous Position","Search Volume",CPC,Url,"Traffic (%)","Traffic Cost (%)",Competition,"Number of Results",Trends,Timestamp,geo
"presupuestos pintura",3,4,40,2.02,http://www.hazmeprecio.com/presupuesto/pintura,0.21,0.30,0.85,1070000,"0.99,0.43,0.56,0.56,0.99,0.43,0.56,0.56,0.71,0.28,0.56,0.71",1428611065,
"precio pared pladur",3,3,40,0.02,http://www.hazmeprecio.com/presupuesto/paredes-de-pladur,0.21,0.00,0.34,212000,"0.71,0.71,0.71,0.43,0.43,0.28,0.28,0.56,0.56,0.43,0.71,0.99",1428851835,
"precio pista de tenis",3,7,40,0.56,http://www.hazmeprecio.com/presupuesto/construccion-pista-tenis,0.21,0.08,0.62,4970000,"0.60,0.60,0.60,0.40,0.80,0.80,0.60,0.60,0.99,0.60,0.99,0.80",1428634476,
"precio cristales climalit",3,4,40,0.73,http://www.hazmeprecio.com/presupuesto/cristales-climalit,0.21,0.10,0.62,276000,"0.43,0.43,0.28,0.14,0.43,0.43,0.71,0.56,0.71,0.71,0.99,0.99",1428145978,
"presupuestos de pintura",7,6,90,1.79,http://www.hazmeprecio.com/presupuesto/pintura,0.21,0.26,0.86,1520000,"0.99,0.82,0.82,0.82,0.64,0.45,0.64,0.82,0.64,0.64,0.64,0.82",1428746343,
"precio colocacion tarima flotante",3,7,40,1.36,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.21,0.20,0.81,79000,"0.22,0.33,0.33,0.56,0.44,0.33,0.22,0.33,0.78,0.33,0.44,0.99",1428203187,
"precio silestone m2",7,7,90,0.44,http://www.hazmeprecio.com/presupuesto/encimera-silestone,0.21,0.06,0.34,133000,"0.99,0.41,0.53,0.28,0.41,0.24,0.41,0.82,0.41,0.28,0.41,0.28",1428761529,
"estanterias de escayola",7,7,90,0.28,http://www.hazmeprecio.com/presupuesto/estanteria-escayola,0.21,0.04,0.38,201000,"0.99,0.64,0.50,0.79,0.79,0.79,0.64,0.64,0.79,0.50,0.99,0.50",1428199168,
"precio alicatar cocina",3,4,40,0.66,http://www.hazmeprecio.com/presupuesto/alicatar-cocina,0.21,0.09,0.49,84000,"0.60,0.60,0.99,0.99,0.60,0.99,0.80,0.99,0.99,0.99,0.99,0.99",1428382781,
"armarios empotrados madrid",13,12,390,2.20,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/madrid/madrid,0.20,0.31,0.88,6280000,"0.54,0.67,0.81,0.67,0.81,0.81,0.99,0.67,0.67,0.54,0.81,0.67",1428759530,
"presupuestos de reformas",13,11,390,4.58,http://www.hazmeprecio.com/,0.20,0.66,0.86,12300000,"0.81,0.99,0.66,0.54,0.44,0.44,0.66,0.66,0.66,0.66,0.44,0.44",1428717075,
"techos de madera precios",4,5,50,0.28,http://www.hazmeprecio.com/presupuesto/techos-madera,0.20,0.04,0.74,677000,"0.28,0.21,0.21,0.28,0.36,0.28,0.21,0.36,0.36,0.28,0.99,0.99",1428674540,
"precio cerramiento aluminio",4,4,50,1.57,http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio,0.20,0.22,0.84,389000,"0.99,0.99,0.99,0.43,0.56,0.56,0.99,0.99,0.71,0.99,0.56,0.43",1428296072,
"precio tarima flotante colocada",5,5,70,1.60,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.20,0.23,0.77,7000,"0.21,0.50,0.79,0.36,0.14,0.21,0.28,0.64,0.99,0.50,0.36,0.28",1428500036,
"alarma domestica",4,4,50,11.42,http://blog.hazmeprecio.com/blog/antes-de-instalar-una-alarma-domestica-¿que-hay-que-saber,0.20,1.65,1.00,883000,"0.45,0.64,0.64,0.64,0.99,0.27,0.45,0.45,0.36,0.36,0.64,0.45",1428395810,
"pintar piso precio",5,6,70,1.50,http://www.hazmeprecio.com/presupuesto/pintar-piso,0.20,0.21,0.69,521000,"0.53,0.24,0.28,0.24,0.18,0.12,0.53,0.53,0.53,0.53,0.82,0.99",1428313724,
"precio metro cuadrado de pladur",4,3,50,0.77,http://www.hazmeprecio.com/presupuesto/poner-pladur,0.20,0.11,0.14,47000,"0.71,0.43,0.28,0.43,0.43,0.56,0.99,0.56,0.71,0.99,0.99,0.71",1428371635,
"presupuesto tarima flotante",6,7,70,2.68,http://www.hazmeprecio.com/presupuesto/tarima-flotante,0.20,0.38,0.77,307000,"0.64,0.45,0.64,0.82,0.45,0.45,0.64,0.64,0.45,0.45,0.99,0.82",1428674617,
"cerramientos aluminio precios",4,4,50,1.28,http://www.hazmeprecio.com/presupuesto/cerramiento-aluminio,0.20,0.18,0.92,445000,"0.22,0.44,0.78,0.33,0.33,0.22,0.56,0.78,0.78,0.33,0.99,0.56",1428338124,
"reformas online",4,4,50,2.70,http://www.hazmeprecio.com/,0.20,0.39,0.80,9560000,"0.56,0.33,0.99,0.44,0.33,0.22,0.99,0.56,0.78,0.56,0.78,0.78",1428274042,
"presupuestos obras",6,9,70,3.06,http://www.hazmeprecio.com/presupuesto/obra,0.20,0.44,0.93,26600000,"0.82,0.99,0.82,0.64,0.45,0.27,0.45,0.64,0.64,0.36,0.64,0.64",1428329386,
"precio microcemento m2",5,5,70,1.56,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.20,0.22,0.87,122000,"0.24,0.06,0.24,0.41,0.12,0.18,0.18,0.18,0.41,0.53,0.99,0.82",1428634074,
"precio poner parquet",4,4,50,1.26,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.20,0.18,0.68,375000,"0.56,0.43,0.56,0.56,0.28,0.56,0.56,0.56,0.56,0.99,0.99,0.99",1428803894,
"presupuesto albañileria",4,4,50,1.96,http://www.hazmeprecio.com/presupuesto/albañileria,0.20,0.28,0.78,383000,"0.99,0.64,0.64,0.45,0.64,0.36,0.27,0.36,0.36,0.45,0.64,0.45",1428611015,
"cerrar terraza precio",5,4,70,1.24,http://www.hazmeprecio.com/presupuesto/cerramiento-terraza,0.20,0.17,0.77,15200000,"0.41,0.41,0.53,0.24,0.24,0.12,0.28,0.24,0.28,0.18,0.65,0.99",1428123364,
"pulir parquet precio",4,4,50,1.63,http://www.hazmeprecio.com/presupuesto/pulir-parquet,0.20,0.23,0.85,602000,"0.50,0.36,0.28,0.28,0.21,0.28,0.28,0.14,0.28,0.36,0.79,0.99",1428409642,
"vallar terreno",4,6,50,0.00,http://www.hazmeprecio.com/presupuesto/vallar-parcela,0.20,0.00,0.15,410000,"0.56,0.99,0.71,0.71,0.28,0.71,0.56,0.43,0.56,0.43,0.71,0.71",1428318149,
"poner parquet precio",4,4,50,1.13,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.20,0.16,0.82,376000,"0.36,0.27,0.27,0.18,0.18,0.36,0.82,0.82,0.99,0.82,0.45,0.18",1428414048,
"pintores en leon",5,4,70,0.68,http://www.hazmeprecio.com/presupuesto/pintores/leon,0.20,0.09,0.20,387000,"0.99,0.99,0.65,0.28,0.24,0.41,0.28,0.28,0.18,0.18,0.28,0.28",1428765373,
"precio pulir parquet",4,4,50,1.78,http://www.hazmeprecio.com/presupuesto/pulir-parquet,0.20,0.25,0.86,81000,"0.71,0.43,0.56,0.71,0.43,0.56,0.56,0.71,0.71,0.99,0.99,0.71",1428659292,
"precios de cristales",4,4,50,0.23,http://www.hazmeprecio.com/presupuesto/cristales,0.20,0.03,0.70,896000,"0.99,0.71,0.99,0.56,0.56,0.43,0.71,0.99,0.99,0.71,0.71,0.99",1428329694,
"cuanto vale pintar un piso",6,5,70,1.18,http://www.hazmeprecio.com/presupuesto/pintar-piso,0.20,0.17,0.49,170000,"0.99,0.78,0.99,0.78,0.78,0.33,0.56,0.78,0.56,0.44,0.56,0.78",1428496016,
"precio cambiar ventanas",6,5,70,0.81,http://www.hazmeprecio.com/presupuesto/cambiar-ventanas,0.20,0.11,0.81,1180000,"0.50,0.36,0.36,0.21,0.21,0.36,0.79,0.36,0.64,0.50,0.99,0.99",1428510811,
"pide presupuesto",5,6,70,1.73,http://www.hazmeprecio.com/,0.20,0.25,0.38,1270000,"0.99,0.78,0.78,0.78,0.78,0.56,0.56,0.56,0.78,0.78,0.99,0.99",1428654928,
"cuanto cuesta una puerta blindada",4,4,50,1.54,http://www.hazmeprecio.com/presupuesto/puertas-blindadas,0.20,0.22,0.84,33000,"0.56,0.33,0.78,0.56,0.56,0.44,0.56,0.56,0.56,0.56,0.99,0.56",1428300690,
"precio colocacion parquet",4,0,50,1.21,http://www.hazmeprecio.com/presupuesto/instalacion-parquet,0.20,0.17,0.83,303000,"0.56,0.44,0.33,0.33,0.33,0.22,0.33,0.56,0.56,0.56,0.99,0.78",1428823817,
"precio tarima flotante instalada",6,6,70,1.02,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.20,0.14,0.69,30000,"0.99,0.33,0.14,0.33,0.33,0.67,0.14,0.14,0.19,0.14,0.24,0.52",1428375713,
"precio solera hormigon",5,5,70,0.00,http://www.hazmeprecio.com/presupuesto/solera-de-hormigon,0.20,0.00,0.26,74000,"0.78,0.78,0.99,0.78,0.78,0.44,0.78,0.78,0.56,0.56,0.78,0.78",1428702253,
"pulir parquet",12,13,260,2.10,http://www.hazmeprecio.com/presupuesto/pulir-parquet/barcelona,0.20,0.29,0.80,150000,"0.99,0.99,0.81,0.81,0.81,0.53,0.81,0.99,0.81,0.81,0.99,0.99",1428803423,
"precio uralita",8,11,110,1.08,http://www.hazmeprecio.com/presupuesto/uralita,0.19,0.14,0.35,216000,"0.79,0.50,0.64,0.64,0.64,0.79,0.79,0.79,0.79,0.64,0.64,0.99",1428832226,
"carpinteria online",10,10,110,0.90,http://www.hazmeprecio.com/presupuesto/carpinteria-de-madera,0.19,0.12,0.51,1200000,"0.99,0.65,0.65,0.53,0.53,0.65,0.65,0.65,0.82,0.82,0.82,0.82",1428442919,
"reformar baño precio",10,15,110,1.47,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.19,0.20,0.90,1140000,"0.42,0.35,0.42,0.42,0.27,0.27,0.27,0.35,0.42,0.54,0.81,0.99",1428783564,
"precio rollo tela asfaltica",10,10,110,1.88,http://www.hazmeprecio.com/presupuesto/tela-asfaltica,0.19,0.25,0.25,8000,"0.79,0.50,0.50,0.64,0.50,0.79,0.79,0.99,0.99,0.79,0.64,0.50",1428351409,
"canalones de aluminio precio",10,12,110,0.87,http://www.hazmeprecio.com/presupuesto/canalones-aluminio,0.19,0.11,0.74,154000,"0.27,0.19,0.12,0.12,0.35,0.19,0.27,0.35,0.81,0.35,0.81,0.99",1428218277,
"persianas metalicas precios",10,10,110,0.91,http://www.hazmeprecio.com/empresas/persianas-metalicas,0.19,0.12,0.87,304000,"0.33,0.33,0.52,0.52,0.67,0.33,0.33,0.24,0.67,0.52,0.67,0.99",1428371831,
"presupuesto de reforma",10,10,110,3.92,http://www.hazmeprecio.com/,0.19,0.53,0.83,44500000,"0.67,0.52,0.52,0.19,0.43,0.99,0.81,0.43,0.52,0.24,0.24,0.33",1428274603,
"precio instalacion electrica",9,10,110,2.57,http://www.hazmeprecio.com/presupuesto/cambiar-instalacion-electrica,0.19,0.35,0.46,731000,"0.41,0.41,0.41,0.41,0.41,0.28,0.65,0.53,0.99,0.82,0.99,0.99",1428533580,
"pintar piso madrid",11,11,70,1.94,http://www.hazmeprecio.com/presupuesto/pintar-piso/madrid,0.19,0.26,0.83,635000,"0.99,0.82,0.82,0.82,0.36,0.45,0.45,0.45,0.64,0.27,0.36,0.36",1428127568,
"precio pergola aluminio",11,11,70,0.80,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.19,0.10,0.98,169000,"0.50,0.64,0.99,0.50,0.64,0.36,0.36,0.28,0.21,0.14,0.36,0.36",1428338335,
"pergolas aluminio precios",11,11,70,1.06,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.19,0.14,0.95,262000,"0.45,0.45,0.82,0.99,0.99,0.82,0.45,0.45,0.27,0.27,0.45,0.64",1428415599,
"impermeabilizar tejado",11,11,70,3.00,http://www.hazmeprecio.com/presupuesto/impermeabilizar-tejado,0.19,0.40,0.83,99000,"0.45,0.64,0.36,0.45,0.36,0.45,0.45,0.82,0.82,0.82,0.82,0.99",1428732648,
"precio de tela asfaltica",11,11,70,0.42,http://www.hazmeprecio.com/presupuesto/tela-asfaltica,0.19,0.05,0.45,83000,"0.99,0.78,0.78,0.78,0.56,0.33,0.99,0.78,0.99,0.99,0.78,0.99",1428507059,
"presupuesto cocina completa",11,12,70,1.06,http://www.hazmeprecio.com/presupuesto/cocina-nueva,0.19,0.14,0.70,666000,"0.24,0.28,0.41,0.41,0.28,0.28,0.18,0.18,0.28,0.82,0.99,0.53",1428178964,
"pintores bilbao",11,11,70,1.04,http://www.hazmeprecio.com/presupuesto/pintores/vizcaya/bilbao,0.19,0.14,0.72,474000,"0.15,0.08,0.12,0.99,0.65,0.27,0.12,0.27,0.12,0.08,0.15,0.19",1428198847,
"hormigon impreso pontevedra",16,15,590,2.11,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/pontevedra,0.17,0.25,0.73,68000,"0.07,0.26,0.32,0.32,0.17,0.26,0.72,0.88,0.88,0.59,0.88,0.99",1428329091,
"cortinas de cristal precios",13,11,320,1.39,http://www.hazmeprecio.com/presupuesto/cortina-de-cristal,0.17,0.16,0.87,687000,"0.67,0.67,0.67,0.67,0.67,0.81,0.99,0.44,0.54,0.28,0.81,0.99",1428438486,
"precio montaje aire acondicionado",4,5,40,1.07,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.16,0.12,0.99,584000,"0.33,0.44,0.78,0.99,0.78,0.44,0.56,0.11,0.11,0.22,0.44,0.44",1428327435,
"precio pared pladur",4,0,40,0.02,http://www.hazmeprecio.com/presupuesto/tabique-pladur,0.16,0.00,0.34,212000,"0.71,0.71,0.71,0.43,0.43,0.28,0.28,0.56,0.56,0.43,0.71,0.99",1428851835,
"parquet economico",7,8,70,0.69,http://www.hazmeprecio.com/barcelona/colocar-parquet-economico,0.16,0.07,0.71,590000,"0.50,0.36,0.36,0.36,0.21,0.28,0.36,0.36,0.50,0.64,0.99,0.50",1428413492,
"vestidores a medida precios",7,8,70,0.76,http://www.hazmeprecio.com/presupuesto/hacer-vestidor,0.16,0.08,0.76,321000,"0.33,0.33,0.43,0.14,0.19,0.24,0.67,0.99,0.33,0.19,0.14,0.19",1428274013,
"precio canalon aluminio",7,7,70,0.63,http://www.hazmeprecio.com/presupuesto/canalones-aluminio,0.16,0.07,0.55,37000,"0.64,0.50,0.36,0.36,0.50,0.50,0.99,0.79,0.64,0.36,0.36,0.28",1428141015,
"encimera granito precio metro",7,7,70,0.73,http://www.hazmeprecio.com/presupuesto/encimera-de-granito,0.16,0.08,0.67,131000,"0.99,0.56,0.56,0.99,0.78,0.78,0.44,0.78,0.56,0.44,0.78,0.99",1428468468,
"presupuesto tarima flotante",7,0,70,2.68,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.16,0.30,0.77,307000,"0.64,0.45,0.64,0.82,0.45,0.45,0.64,0.64,0.45,0.45,0.99,0.82",1428674617,
"precio ventana climalit",7,6,70,0.65,http://www.hazmeprecio.com/presupuesto/ventanas-climalit,0.16,0.07,0.70,332000,"0.28,0.28,0.28,0.28,0.24,0.28,0.24,0.28,0.53,0.53,0.82,0.99",1428136497,
"presupuesto instalacion electrica vivienda",7,6,70,2.47,http://www.hazmeprecio.com/presupuesto/cambiar-instalacion-electrica,0.16,0.28,0.37,102000,"0.45,0.64,0.99,0.45,0.27,0.27,0.27,0.82,0.64,0.64,0.64,0.64",1428395881,
"precio techo pladur",7,7,70,0.78,http://www.hazmeprecio.com/presupuesto/techo-de-pladur,0.16,0.09,0.19,285000,"0.50,0.50,0.36,0.50,0.36,0.50,0.36,0.50,0.64,0.64,0.99,0.64",1428174428,
"cuanto cuesta poner un ascensor",7,7,70,2.57,http://www.hazmeprecio.com/presupuesto/instalacion-ascensor,0.16,0.29,0.77,101000,"0.64,0.45,0.36,0.36,0.36,0.36,0.45,0.64,0.64,0.64,0.99,0.82",1428597601,
"muebles de pladur precios",4,9,40,0.36,http://www.hazmeprecio.com/presupuesto/estanteria-pladur,0.16,0.04,0.49,385000,"0.43,0.28,0.56,0.56,0.71,0.56,0.43,0.28,0.99,0.71,0.71,0.56",1428511388,
"pulir parquet barcelona",7,6,70,2.27,http://www.hazmeprecio.com/presupuesto/pulir-parquet/barcelona,0.16,0.26,0.91,46000,"0.36,0.50,0.50,0.64,0.79,0.50,0.99,0.36,0.50,0.28,0.28,0.36",1428845840,
"hormigon impreso cuenca",7,5,70,2.40,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/cuenca,0.16,0.27,0.62,53000,"0.99,0.45,0.45,0.45,0.82,0.82,0.45,0.64,0.64,0.45,0.45,0.36",1428495938,
"poliester porcuna",7,6,70,0.25,http://www.hazmeprecio.com/empresa/poliester-porcunasl,0.16,0.02,0.27,9000,"0.50,0.64,0.99,0.99,0.79,0.50,0.64,0.36,0.36,0.14,0.36,0.36",1428429339,
"cambiar instalacion electrica",7,5,70,1.32,http://www.hazmeprecio.com/presupuesto/cambiar-instalacion-electrica,0.16,0.15,0.18,341000,"0.36,0.45,0.64,0.64,0.64,0.18,0.27,0.45,0.36,0.99,0.82,0.99",1428198912,
"presupuesto reforma integral",12,13,210,2.79,http://www.hazmeprecio.com/presupuesto/reforma-integral,0.16,0.31,0.86,755000,"0.99,0.99,0.54,0.28,0.18,0.28,0.44,0.54,0.54,0.36,0.82,0.99",1428154611,
"cuanto cuesta una mudanza",14,15,390,2.60,http://www.hazmeprecio.com/presupuesto/mudanza,0.16,0.29,0.82,168000,"0.81,0.67,0.81,0.99,0.81,0.81,0.81,0.99,0.81,0.54,0.81,0.81",1428391836,
"muebles cela",12,12,210,0.22,http://www.hazmeprecio.com/empresa/muebles-cela,0.16,0.02,0.08,351000,"0.99,0.53,0.66,0.44,0.53,0.53,0.81,0.81,0.66,0.44,0.81,0.81",1428593437,
"presupuestos de reformas online",3,4,30,3.95,http://www.hazmeprecio.com/,0.16,0.44,0.93,623000,"0.80,0.60,0.40,0.40,0.20,0.20,0.60,0.99,0.60,0.40,0.99,0.99",1428500543,
"armarios empotrados granada",8,8,90,0.54,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/granada,0.16,0.06,0.84,13500000,"0.82,0.82,0.82,0.99,0.82,0.99,0.99,0.82,0.99,0.64,0.99,0.82",1428846055,
"precio metro cuadrado tarima flotante",3,3,30,1.54,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.16,0.17,0.85,42000,"0.75,0.25,0.50,0.25,0.50,0.25,0.75,0.99,0.75,0.50,0.99,0.99",1428659752,
"precio construccion m2",10,11,90,0.33,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.16,0.03,0.35,10200000,"0.99,0.82,0.82,0.65,0.41,0.12,0.24,0.53,0.41,0.28,0.65,0.65",1428083953,
"contraventanas de aluminio precios",3,3,30,1.24,http://www.hazmeprecio.com/presupuesto/contraventanas,0.16,0.13,0.81,70000,"0.14,0.14,0.28,0.56,0.28,0.14,0.71,0.99,0.56,0.14,0.14,0.28",1428415462,
"precio puerta aluminio",10,10,90,0.78,http://www.hazmeprecio.com/presupuesto/puertas-aluminio,0.16,0.08,0.91,2040000,"0.82,0.99,0.64,0.64,0.45,0.64,0.82,0.82,0.82,0.64,0.64,0.64",1428213849,
"cambiar ventanas precio",8,8,90,0.83,http://www.hazmeprecio.com/presupuesto/cambiar-ventanas,0.16,0.09,0.82,988000,"0.41,0.41,0.41,0.24,0.18,0.18,0.28,0.53,0.82,0.99,0.65,0.41",1428611379,
"estanterias pladur precio",3,4,30,0.72,http://www.hazmeprecio.com/presupuesto/estanteria-pladur,0.16,0.08,0.43,68000,"0.40,0.40,0.20,0.20,0.60,0.40,0.60,0.40,0.60,0.80,0.80,0.99",1428482055,
"armario aluminio exterior",9,8,90,0.36,http://www.hazmeprecio.com/presupuesto/armarios-aluminio,0.16,0.04,0.41,520000,"0.36,0.21,0.36,0.50,0.50,0.64,0.79,0.99,0.64,0.50,0.99,0.64",1428606153,
"armario aluminio exterior",8,7,90,0.36,http://www.hazmeprecio.com/presupuesto/armario-aluminio,0.16,0.04,0.41,520000,"0.36,0.21,0.36,0.50,0.50,0.64,0.79,0.99,0.64,0.50,0.99,0.64",1428606153,
"precio instalacion calefaccion gasoil",3,3,30,1.52,http://www.hazmeprecio.com/barcelona/presupuesto-hacer-instalacion-completa-calefaccion-gasoil,0.16,0.16,0.74,157000,"0.22,0.11,0.11,0.11,0.11,0.11,0.33,0.44,0.56,0.78,0.99,0.56",1428165284,
"ventanas oscilobatientes precios",10,10,90,0.39,http://www.hazmeprecio.com/presupuesto/ventanas-oscilobatientes,0.16,0.04,0.76,59000,"0.65,0.82,0.99,0.53,0.65,0.53,0.41,0.41,0.41,0.24,0.24,0.53",1428716828,
"rotular coche",9,12,90,0.76,http://www.hazmeprecio.com/presupuesto/rotular-vehiculos,0.16,0.08,0.85,92000,"0.99,0.79,0.79,0.99,0.64,0.50,0.79,0.64,0.64,0.50,0.64,0.79",1428674797,
"puertas blindadas en barcelona",8,8,90,2.37,http://www.hazmeprecio.com/presupuesto/puertas-blindadas/barcelona,0.16,0.26,0.89,333000,"0.19,0.15,0.19,0.42,0.54,0.54,0.99,0.42,0.54,0.08,0.04,0.19",1428137032,
"pared pladur precio",3,4,30,0.33,http://www.hazmeprecio.com/presupuesto/paredes-de-pladur,0.16,0.03,0.24,215000,"0.20,0.40,0.60,0.40,0.60,0.60,0.60,0.40,0.60,0.60,0.80,0.99",1428352073,
"presupuesto de reformas",9,9,90,3.91,http://www.hazmeprecio.com/,0.16,0.43,0.88,24100000,"0.82,0.65,0.53,0.99,0.41,0.28,0.65,0.28,0.28,0.53,0.28,0.41",1428343156,
"presupuestos online reformas",3,4,30,2.04,http://www.hazmeprecio.com/,0.16,0.22,0.90,640000,"0.56,0.14,0.71,0.14,0.14,0.14,0.14,0.28,0.71,0.56,0.99,0.56",1428318187,
"extintores zaragoza",8,8,90,0.89,http://www.hazmeprecio.com/presupuesto/mantenimiento-extintores/zaragoza,0.16,0.09,0.78,235000,"0.99,0.82,0.82,0.99,0.64,0.45,0.64,0.45,0.64,0.82,0.82,0.82",1428338076,
"cuanto cuesta un ascensor",9,10,90,1.05,http://www.hazmeprecio.com/presupuesto/instalacion-ascensor,0.16,0.11,0.80,259000,"0.82,0.64,0.82,0.64,0.45,0.64,0.99,0.82,0.82,0.64,0.82,0.82",1428304955,
"cuanto cuesta instalacion aire acondicionado",3,0,30,1.13,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.16,0.12,0.79,82000,"0.40,0.80,0.80,0.99,0.40,0.20,0.60,0.40,0.20,0.40,0.40,0.60",1428318791,
"microcemento alisado precio por m2",3,3,30,1.72,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.16,0.19,0.86,32000,"0.40,0.20,0.40,0.60,0.40,0.60,0.40,0.99,0.80,0.60,0.80,0.60",1428462184,
"pintores en burgos",8,10,90,0.00,http://www.hazmeprecio.com/presupuesto/pintores/burgos,0.16,0.00,0.11,541000,"0.24,0.33,0.24,0.24,0.43,0.24,0.43,0.33,0.52,0.43,0.43,0.99",1428783587,
"pergolas de obra",10,13,90,0.90,http://www.hazmeprecio.com/presupuesto/pergolas,0.16,0.10,0.67,583000,"0.99,0.82,0.99,0.99,0.82,0.82,0.82,0.64,0.64,0.36,0.64,0.64",1428778993,
"cuanto cuesta instalar gas natural",9,9,90,2.08,http://www.hazmeprecio.com/presupuesto/instalacion-gas-natural,0.16,0.23,0.63,168000,"0.19,0.15,0.19,0.12,0.15,0.15,0.15,0.27,0.81,0.65,0.81,0.99",1428673491,
"precio asfalto m2",2,3,20,0.56,http://www.hazmeprecio.com/presupuesto/asfaltar-terreno,0.15,0.06,0.47,405000,"0.33,0.67,0.67,0.67,0.33,0.67,0.67,0.33,0.99,0.99,0.99,0.67",1428737078,
"pedir presupuesto online",2,2,20,1.20,http://www.hazmeprecio.com/,0.15,0.12,0.56,529000,"0.33,0.99,0.99,0.33,0.99,0.33,0.33,0.33,0.33,0.67,0.99,0.67",1428179385,
"cerramientos de pvc precios",2,2,20,0.72,http://www.hazmeprecio.com/presupuesto/cerramiento-pvc,0.15,0.07,0.75,417000,"0.99,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.99,0.67",1428641304,
"presupuesto pintar",6,13,50,1.64,http://www.hazmeprecio.com/presupuesto/pintar-piso,0.14,0.16,0.93,700000,"0.14,0.14,0.07,0.99,0.64,0.21,0.21,0.21,0.28,0.36,0.28,0.36",1428313872,
"cristales climalit precios",5,5,50,0.64,http://www.hazmeprecio.com/presupuesto/cristales-climalit,0.14,0.06,0.68,155000,"0.45,0.27,0.99,0.64,0.36,0.18,0.18,0.18,0.45,0.27,0.45,0.64",1428165424,
"cuanto cuesta una ventana de aluminio",5,5,50,0.97,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.14,0.10,0.77,192000,"0.71,0.56,0.71,0.43,0.56,0.43,0.71,0.71,0.71,0.43,0.99,0.99",1428520333,
"presupuesto pladur",5,5,50,1.72,http://www.hazmeprecio.com/presupuesto/pladur,0.14,0.17,0.28,420000,"0.99,0.56,0.71,0.71,0.71,0.56,0.99,0.71,0.71,0.71,0.99,0.99",1428115234,
"carpinteria metalica huelva",6,7,50,0.90,http://www.hazmeprecio.com/presupuesto/carpinteria-metalica/huelva,0.14,0.09,0.32,111000,"0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.33,0.56,0.99",1428236279,
"precio m2 microcemento",5,5,50,1.70,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.14,0.17,0.83,124000,"0.71,0.71,0.71,0.71,0.71,0.56,0.99,0.71,0.71,0.99,0.99,0.99",1428285559,
"velux barcelona",6,7,50,0.07,http://www.hazmeprecio.com/presupuesto/ventanas-velux/barcelona,0.14,0.00,0.19,413000,"0.33,0.44,0.56,0.78,0.99,0.44,0.78,0.99,0.44,0.33,0.56,0.33",1428832794,
"precio pladur colocado",6,5,50,0.83,http://www.hazmeprecio.com/presupuesto/poner-pladur,0.14,0.08,0.12,22000,"0.45,0.36,0.27,0.45,0.82,0.64,0.99,0.36,0.45,0.18,0.64,0.64",1428846086,
"precio instalacion tarima flotante",6,6,50,1.28,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.14,0.13,0.78,132000,"0.44,0.56,0.44,0.56,0.44,0.44,0.56,0.78,0.78,0.78,0.99,0.56",1428149929,
"ventana climalit precio",6,7,50,0.63,http://www.hazmeprecio.com/presupuesto/ventanas-climalit,0.14,0.06,0.81,330000,"0.64,0.36,0.36,0.36,0.27,0.27,0.36,0.36,0.36,0.36,0.99,0.82",1428170423,
"precios ventanas climalit",6,6,50,0.68,http://www.hazmeprecio.com/presupuesto/ventanas-climalit,0.14,0.07,0.84,366000,"0.28,0.24,0.18,0.06,0.12,0.18,0.18,0.24,0.28,0.28,0.82,0.99",1428236409,
"cuanto cuesta alicatar un baño",5,4,50,1.08,http://www.hazmeprecio.com/presupuesto/alicatar-baño,0.14,0.11,0.49,28000,"0.78,0.78,0.78,0.78,0.56,0.56,0.78,0.78,0.22,0.11,0.78,0.99",1428784030,
"precio m2 suelo radiante",6,6,50,0.91,http://www.hazmeprecio.com/presupuesto/suelo-radiante,0.14,0.09,0.76,267000,"0.56,0.44,0.33,0.44,0.33,0.33,0.44,0.56,0.56,0.44,0.78,0.99",1428256161,
