Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo class,relevant class
tela asfaltica,18,19,1900,0.97,http://www.habitissimo.es/presupuestos/tela-asfaltica-tejado,0.00,0.00,0.46,173000,"0.83,0.66,0.66,0.66,0.66,0.66,0.83,0.83,0.99,0.83,0.66,0.66",1428415599,nogeo,norelevant
duchas de obra,19,17,1900,0.97,http://fotos.habitissimo.es/foto/plato-de-ducha-de-obra-con-piedra-natural_211841,0.00,0.00,0.85,548000,"0.99,0.79,0.79,0.79,0.79,0.99,0.99,0.99,0.99,0.67,0.79,0.79",1428424323,nogeo,norelevant
baños ikea,18,16,1900,0.08,http://www.habitissimo.es/banos-ikea_s,0.00,0.00,0.09,581000,"0.66,0.45,0.55,0.55,0.66,0.66,0.66,0.66,0.66,0.55,0.83,0.99",1428654925,nogeo,norelevant
cerrajeros madrid 24 horas,2,2,1900,25.30,http://www.cerrajerosmadridd24horas.com/,13.45,14.48,0.92,166000,"0.79,0.79,0.67,0.54,0.54,0.99,0.79,0.99,0.67,0.79,0.79,0.79",1429580161,geo,relevant
cerrajero,6,6,1900,13.86,http://www.cerrajerosmadridd24horas.com/,5.17,3.05,0.88,793000,"0.79,0.67,0.79,0.79,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1429580166,nogeo,relevant
reformas integrales madrid,3,3,1600,4.84,http://www.reformadisimo.es/,7.20,9.78,0.83,520000,"0.84,0.68,0.99,0.84,0.53,0.46,0.68,0.53,0.68,0.99,0.99,0.84",1429580356,geo,relevant
electricistas madrid,1,1,1600,12.50,http://rbtelectricistasmadrid.es/,76.97,89.49,0.89,542000,"0.79,0.67,0.79,0.67,0.67,0.42,0.54,0.67,0.99,0.79,0.67,0.42",1429580364,geo,relevant
pintores en valencia,11,11,1600,1.64,http://www.pintorist.es/pintores-valencia-p46,23.94,24.22,0.31,714000,"0.34,0.66,0.66,0.30,0.17,0.25,0.34,0.30,0.99,0.83,0.83,0.55",1429580369,geo,relevant
ideal standard,4,4,1600,0.61,http://www.habitissimo.es/ideal-standard,0.19,0.11,0.07,79000000,"0.99,0.81,0.99,0.81,0.99,0.62,0.99,0.99,0.99,0.81,0.99,0.99",1428346968,nogeo,norelevant
arboles de navidad originales,6,5,1600,0.00,http://www.habitissimo.es/ideas/arboles-de-navidad-creativos-y-originales,0.13,0.00,0.03,326000,"0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.16,0.99,0.82,0.04,0.02",1428679847,nogeo,norelevant
tapizar sofa,6,9,1600,0.27,http://precio.habitissimo.es/tapizar-sofa,0.13,0.03,0.66,208000,"0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79",1428323376,nogeo,norelevant
tapizar sofa,5,7,1600,0.27,http://www.habitissimo.es/presupuestos/tapizar-sofa,0.13,0.03,0.66,208000,"0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79",1428323376,nogeo,norelevant
puertas castalla,6,6,1600,0.26,http://www.habitissimo.es/puertas-castalla/distribuidores,0.13,0.03,0.14,162000,"0.99,0.84,0.84,0.84,0.68,0.53,0.99,0.84,0.84,0.53,0.84,0.84",1428400071,geo,norelevant
pintores en valencia,5,7,1600,1.64,http://precio.habitissimo.es/pintores/valencia,0.13,0.21,0.31,503000,"0.34,0.66,0.66,0.30,0.17,0.25,0.34,0.30,0.99,0.83,0.83,0.55",1428597251,geo,relevant
peronda,11,9,1600,0.01,http://www.habitissimo.es/peronda/distribuidores,0.12,0.00,0.01,590000,"0.99,0.84,0.99,0.68,0.84,0.53,0.84,0.99,0.84,0.53,0.68,0.84",1428630191,nogeo,norelevant
cabeceros originales,11,10,1600,0.34,http://www.habitissimo.es/ideas/cabeceros-originales-para-un-dormitorio-con-personalidad,0.12,0.04,0.67,535000,"0.68,0.46,0.53,0.53,0.68,0.68,0.99,0.99,0.99,0.68,0.99,0.99",1428823169,nogeo,norelevant
tarima flotante leroy merlin,11,10,1600,0.90,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.12,0.10,0.52,25000,"0.16,0.53,0.67,0.24,0.11,0.11,0.11,0.28,0.44,0.81,0.99,0.53",1428174912,nogeo,norelevant
tapizar sofa,7,8,1600,0.27,http://www.habitissimo.es/presupuestos/tapizar-sofa/madrid,0.10,0.02,0.66,208000,"0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79",1428323376,nogeo,norelevant
cortinas para salon,7,7,1600,0.31,http://fotos.habitissimo.es/cortinas,0.10,0.03,0.73,612000,"0.67,0.42,0.54,0.42,0.42,0.54,0.67,0.79,0.79,0.67,0.99,0.99",1428588070,nogeo,norelevant
uniarte,7,7,1600,0.03,http://www.habitissimo.es/uniarte,0.10,0.00,0.03,102000,"0.99,0.84,0.84,0.84,0.84,0.53,0.84,0.99,0.99,0.68,0.84,0.99",1428265596,nogeo,norelevant
chimeneas modernas,7,7,1600,0.56,http://fotos.habitissimo.es/chimeneas,0.10,0.05,0.56,383000,"0.42,0.37,0.37,0.37,0.37,0.42,0.54,0.67,0.99,0.79,0.99,0.79",1428079122,geo,norelevant
forlady,7,5,1600,0.41,http://www.habitissimo.es/forlady,0.10,0.04,0.04,2030000,"0.99,0.68,0.68,0.84,0.68,0.68,0.68,0.84,0.84,0.68,0.84,0.84",1428101577,nogeo,norelevant
maydisa,8,6,1600,0.13,http://www.habitissimo.es/maydisa/distribuidores/a-coruna,0.08,0.01,0.01,27000,"0.99,0.84,0.84,0.84,0.84,0.68,0.99,0.99,0.84,0.84,0.84,0.99",1428615722,nogeo,norelevant
maydisa,9,5,1600,0.13,http://www.habitissimo.es/maydisa,0.08,0.01,0.01,27000,"0.99,0.84,0.84,0.84,0.84,0.68,0.99,0.99,0.84,0.84,0.84,0.99",1428615722,nogeo,norelevant
tapizar sofa,8,0,1600,0.27,http://www.habitissimo.es/presupuestos/tapizar-sofa/vizcaya/bilbao,0.08,0.02,0.66,208000,"0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.67,0.79,0.67,0.99,0.79",1428323376,nogeo,norelevant
spanish alibaba,10,16,1600,0.88,http://www.habitissimo.es/ideas/consejos-para-el-cuidado-de-los-muebles-de-hierro,0.08,0.06,0.14,2260000,"0.67,0.67,0.67,0.42,0.42,0.54,0.67,0.67,0.99,0.99,0.99,0.79",1428770496,nogeo,norelevant
forlady,8,6,1600,0.41,http://www.habitissimo.es/forlady-zaragoza,0.08,0.03,0.04,2030000,"0.99,0.68,0.68,0.84,0.68,0.68,0.68,0.84,0.84,0.68,0.84,0.84",1428101577,nogeo,norelevant
noctalia,12,13,1600,0.03,http://www.habitissimo.es/sofa-cama-noctalia_s,0.03,0.00,0.02,55000,"0.67,0.54,0.67,0.67,0.79,0.79,0.79,0.67,0.67,0.54,0.99,0.79",1428256295,nogeo,norelevant
chimeneas rusticas,13,14,1600,0.28,http://fotos.habitissimo.es/chimeneas,0.02,0.00,0.51,112000,"0.45,0.30,0.30,0.25,0.25,0.30,0.45,0.55,0.83,0.99,0.99,0.66",1428223328,geo,norelevant
tapizar sillas,14,0,1600,0.23,http://www.habitissimo.es/presupuestos/tapizar-sillas/valencia,0.01,0.00,0.44,391000,"0.79,0.54,0.54,0.54,0.67,0.67,0.79,0.79,0.99,0.67,0.79,0.79",1428659331,nogeo,norelevant
aki zaragoza,14,14,1600,0.02,http://www.habitissimo.es/aki-zaragoza-actur,0.01,0.00,0.01,459000,"0.53,0.53,0.68,0.99,0.99,0.84,0.68,0.84,0.99,0.99,0.99,0.99",1428132135,geo,norelevant
mesas de cocina ikea,14,16,1600,0.19,http://www.habitissimo.es/ideas/19-mejores-hacks-ikea,0.01,0.00,0.56,581000,"0.68,0.53,0.68,0.53,0.68,0.84,0.84,0.84,0.99,0.84,0.99,0.99",1428473050,nogeo,norelevant
gres porcelanico,14,0,1600,0.55,http://www.habitissimo.es/marcas/gres-porcelanico,0.01,0.00,0.37,223000,"0.84,0.84,0.84,0.84,0.84,0.53,0.68,0.84,0.84,0.84,0.99,0.99",1428629582,nogeo,norelevant
merlin gerin,14,18,1600,0.48,http://www.habitissimo.es/merlin-gerin,0.01,0.00,0.23,457000,"0.99,0.84,0.84,0.84,0.84,0.53,0.84,0.99,0.99,0.84,0.84,0.99",1428252165,nogeo,norelevant
thermochip,14,15,1600,0.20,http://www.habitissimo.es/thermochip,0.01,0.00,0.18,36000,"0.84,0.84,0.84,0.68,0.84,0.53,0.84,0.99,0.84,0.68,0.84,0.84",1428318545,nogeo,norelevant
tapizar sillas,15,0,1600,0.23,http://www.habitissimo.es/presupuestos/tapizar-sillas/malaga,0.01,0.00,0.44,391000,"0.79,0.54,0.54,0.54,0.67,0.67,0.79,0.79,0.99,0.67,0.79,0.79",1428659331,nogeo,norelevant
bazar san juan,16,0,1600,0.03,http://www.habitissimo.es/bazar-san-juan-malaga,0.01,0.00,0.01,618000,"0.67,0.54,0.54,0.67,0.67,0.54,0.54,0.54,0.67,0.79,0.99,0.67",1428818630,nogeo,norelevant
bodum,15,14,1600,0.17,http://www.habitissimo.es/bodum,0.01,0.00,0.26,1890000,"0.66,0.45,0.55,0.34,0.45,0.55,0.55,0.55,0.55,0.66,0.99,0.55",1428352092,nogeo,norelevant
designers guild,15,16,1600,0.37,http://www.habitissimo.es/designers-guild/distribuidores,0.01,0.00,0.20,1560000,"0.99,0.68,0.84,0.68,0.68,0.68,0.84,0.99,0.99,0.53,0.84,0.84",1428270132,nogeo,norelevant
acuchillar parquet,17,0,1600,2.52,http://www.habitissimo.es/presupuestos/lijar-acuchillar-y-barnizar-parquet-completo/valencia,0.01,0.02,0.78,88000,"0.84,0.68,0.84,0.84,0.84,0.84,0.99,0.84,0.68,0.46,0.68,0.53",1428487181,nogeo,relevant
papelpintadoonline,18,0,1600,0.20,http://www.habitissimo.es/enpapelarte-www-empapelar-es-papel-pintado-online,0.00,0.00,0.22,49000,"0.99,0.79,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.54,0.67,0.67",1428260613,nogeo,norelevant
24horas salamanca,17,0,1600,1.53,http://www.fontaneros-24horas.eu/fontanero-salamanca-barato.html,2.58,0.77,0.05,314000,"0.37,0.30,0.67,0.67,0.54,0.25,0.79,0.54,0.99,0.99,0.79,0.67",,geo,norelevant
presupuestos,9,11,1600,1.31,http://www.3presupuestos.com/,10.61,5.94,0.40,44200000,"0.84,0.84,0.99,0.84,0.68,0.53,0.99,0.99,0.99,0.68,0.84,0.84",1429580380,nogeo,norelevant
pladur precio,17,17,1300,0.54,http://tenders.es/pregunta/precio-por-metro-de-pladur-colocado_183/,0.31,0.13,0.21,503000,"0.30,0.42,0.79,0.67,0.54,0.20,0.79,0.79,0.99,0.42,0.37,0.54",1429580711,nogeo,norelevant
traber,20,20,1300,0.00,http://tenders.es/profesional/traber-obras/valoraciones/,0.23,0.00,0.01,577000,"0.99,0.99,0.99,0.99,0.99,0.81,0.99,0.81,0.62,0.30,0.45,0.37",1429584536,nogeo,norelevant
el croquis,10,10,1300,0.27,http://planreforma.com/ayuda/usuario/como_hacer_croquis/,1.02,0.13,0.00,770000,"0.84,0.68,0.68,0.46,0.53,0.46,0.68,0.99,0.84,0.84,0.68,0.68",1429584394,nogeo,norelevant
fontaneros,6,6,1300,5.49,http://www.hrzfontanerosmadrid.com/,13.80,8.10,0.85,922000,"0.62,0.55,0.62,0.55,0.62,0.81,0.81,0.81,0.99,0.99,0.81,0.62",1429580639,nogeo,relevant
fotos de cocinas,2,2,1300,0.75,http://fotos.habitissimo.es/reformas-cocinas,0.28,0.20,0.40,2430000,"0.99,0.62,0.62,0.55,0.62,0.62,0.62,0.81,0.81,0.62,0.99,0.99",1428750806,nogeo,norelevant
traber,4,2,1300,0.00,http://www.habitissimo.es/traber-obras-sl,0.15,0.00,0.01,582000,"0.99,0.99,0.99,0.99,0.99,0.81,0.99,0.81,0.62,0.30,0.45,0.37",1428127509,nogeo,norelevant
pladur precio,5,5,1300,0.54,http://precio.habitissimo.es/pladur,0.11,0.05,0.21,468000,"0.30,0.42,0.79,0.67,0.54,0.20,0.79,0.79,0.99,0.42,0.37,0.54",1428827775,nogeo,norelevant
tecni recambio,6,7,1300,0.09,http://www.habitissimo.es/tecni-recambio,0.11,0.00,0.14,20000,"0.99,0.62,0.81,0.62,0.62,0.55,0.81,0.81,0.81,0.81,0.81,0.81",1428659987,nogeo,norelevant
sumobel,11,11,1300,0.33,http://www.habitissimo.es/sumobel-malaga,0.10,0.03,0.05,12000,"0.68,0.53,0.53,0.53,0.53,0.46,0.68,0.68,0.68,0.53,0.99,0.99",1428788141,nogeo,norelevant
pintar azulejos baño,11,11,1300,0.54,http://preguntas.habitissimo.es/pregunta/pintar-azulejos-de-bano,0.10,0.05,0.12,395000,"0.81,0.81,0.81,0.62,0.62,0.81,0.99,0.81,0.99,0.81,0.99,0.99",1428170357,nogeo,norelevant
reformas valencia,7,7,1300,1.56,http://www.habitissimo.es/empresas/reformas/valencia,0.08,0.13,0.75,8720000,"0.54,0.67,0.54,0.79,0.79,0.30,0.37,0.54,0.99,0.42,0.37,0.42",1428322618,geo,relevant
construccion de piscinas,10,10,1300,1.75,http://precio.habitissimo.es/construccion-piscinas/madrid,0.06,0.11,0.79,909000,"0.68,0.53,0.84,0.68,0.68,0.53,0.53,0.68,0.46,0.84,0.99,0.99",1428520200,nogeo,norelevant
alumafel,8,5,1300,0.00,http://www.habitissimo.es/alumafel,0.06,0.00,0.00,28000,"0.99,0.81,0.81,0.62,0.81,0.55,0.81,0.81,0.81,0.55,0.62,0.81",1428101334,nogeo,norelevant
reformas en madrid,14,14,1300,3.45,http://www.habitissimo.es/presupuestos/reformas/madrid,0.01,0.05,0.84,25100000,"0.99,0.99,0.81,0.81,0.81,0.45,0.62,0.99,0.81,0.81,0.99,0.99",1428329709,geo,relevant
tau ceramica,14,12,1300,0.00,http://www.habitissimo.es/tau-ceramica/distribuidores,0.01,0.00,0.00,562000,"0.99,0.68,0.84,0.68,0.68,0.46,0.68,0.68,0.68,0.46,0.68,0.84",1428634010,nogeo,norelevant
bañeras roca,14,14,1300,0.28,http://www.habitissimo.es/baneras-roca_s,0.01,0.00,0.88,396000,"0.68,0.53,0.53,0.53,0.53,0.53,0.68,0.68,0.68,0.53,0.84,0.99",1428236645,nogeo,norelevant
tau ceramica,15,0,1300,0.00,http://www.habitissimo.es/tau-ceramica/distribuidores/barcelona,0.01,0.00,0.00,562000,"0.99,0.68,0.84,0.68,0.68,0.46,0.68,0.68,0.68,0.46,0.68,0.84",1428634010,nogeo,norelevant
corcho proyectado,16,17,1300,1.09,http://www.habitissimo.es/empresas/corcho-proyectado,0.01,0.01,0.73,105000,"0.68,0.68,0.68,0.53,0.53,0.53,0.53,0.68,0.68,0.68,0.99,0.84",1428629701,nogeo,norelevant
cine en casa,17,15,1300,0.10,http://www.habitissimo.es/ideas/12-cines-alucinantes-para-tener-en-casa,0.00,0.00,0.10,15400000,"0.99,0.84,0.68,0.53,0.53,0.68,0.68,0.68,0.84,0.84,0.84,0.68",1428495586,nogeo,norelevant
escapa sabadell,17,14,1300,0.00,http://fotos.habitissimo.es/foto/fachada-bicicletes-escapa-en-carretera-barcelona-con-calle-montserrat-sabadell-antes_277021,0.00,0.00,0.00,122000,"0.81,0.81,0.99,0.81,0.81,0.81,0.99,0.81,0.62,0.81,0.81,0.55",1428669001,geo,norelevant
mobel linea,17,15,1300,1.08,http://www.habitissimo.es/mobel-linea/distribuidores,0.00,0.00,0.01,154000,"0.99,0.81,0.62,0.62,0.81,0.37,0.99,0.99,0.81,0.62,0.81,0.99",1428187910,nogeo,norelevant
bauhaus tarragona,17,17,1300,0.00,http://www.habitissimo.es/bauhaus-tarragona,0.00,0.00,0.00,87000,"0.99,0.99,0.99,0.81,0.81,0.81,0.62,0.55,0.62,0.99,0.81,0.45",1428337865,geo,norelevant
general electric españa,17,13,1300,0.42,http://www.habitissimo.es/general-electric,0.00,0.00,0.25,931000,"0.99,0.99,0.99,0.99,0.99,0.77,0.99,0.99,0.77,0.77,0.77,0.77",1428141128,geo,relevant
teka fregaderos,17,16,1300,0.28,http://www.habitissimo.es/teka/catalogos/teka-fregaderos,0.00,0.00,0.86,248000,"0.55,0.81,0.99,0.62,0.55,0.62,0.99,0.55,0.81,0.62,0.99,0.62",1428218250,nogeo,norelevant
brico leal,18,14,1300,0.67,http://www.habitissimo.es/brico-leal,0.00,0.00,0.02,42000,"0.99,0.81,0.81,0.81,0.81,0.62,0.81,0.81,0.62,0.55,0.62,0.62",1428413868,nogeo,norelevant
piscinas madrid,20,19,1300,1.46,http://precio.habitissimo.es/construccion-piscinas/madrid,0.00,0.00,0.68,8920000,"0.13,0.16,0.30,0.66,0.99,0.66,0.30,0.13,0.11,0.07,0.11,0.11",1428313720,geo,norelevant
sat vigo,20,0,1300,0.00,http://www.habitissimo.es/sat-velux,0.00,0.00,0.01,3790000,"0.53,0.53,0.46,0.53,0.68,0.68,0.68,0.68,0.53,0.99,0.68,0.68",1428343097,geo,norelevant
brico depot valladolid,20,0,1300,0.04,http://www.habitissimo.es/brico-depot-valladolid,0.00,0.00,0.08,47000,"0.99,0.67,0.54,0.54,0.54,0.54,0.42,0.54,0.54,0.54,0.67,0.54",1428214229,geo,norelevant
salamanca 24 h,12,13,1300,0.00,http://www.cerrajerosmadridd24horas.com/cerrajeros-barrio-de-salamanca-24-horas-madrid/,0.92,0.00,0.00,1160000,"0.81,0.62,0.81,0.99,0.62,0.62,0.81,0.81,0.81,0.81,0.81,0.81",1429584534,geo,norelevant
lacar puertas,14,12,1000,0.59,http://tumanitas.com/trabajos-de/lacar-puertas,0.20,0.09,0.44,226000,"0.77,0.68,0.68,0.55,0.55,0.55,0.68,0.68,0.77,0.77,0.99,0.99",1428804056,nogeo,norelevant
arreglar persiana,14,16,1000,3.77,http://tumanitas.com/trabajos-de/arreglar-persiana,0.20,0.59,0.59,152000,"0.55,0.68,0.68,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.99,0.77",1428473118,nogeo,relevant
poliuretano proyectado,19,0,1000,0.95,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.08,0.06,0.59,334000,"0.77,0.68,0.77,0.68,0.68,0.55,0.68,0.77,0.77,0.68,0.99,0.77",1428774848,nogeo,norelevant
platos de ducha de obra,16,16,1000,1.04,http://tenders.es/pregunta/mejor-ducha-con-plato-o-de-obra_892/,0.30,0.25,0.77,5520000,"0.68,0.68,0.68,0.55,0.77,0.77,0.77,0.68,0.99,0.68,0.99,0.77",1429584636,nogeo,norelevant
rbt,15,18,1000,0.02,http://rbtelectricistasmadrid.es/,0.51,0.00,0.01,16800000,"0.99,0.77,0.99,0.68,0.68,0.45,0.77,0.99,0.77,0.68,0.77,0.99",1429549443,nogeo,norelevant
rbt,16,0,1000,0.02,http://rbtelectricistasmadrid.es/urgencias-24-horas.php,0.51,0.00,0.01,16800000,"0.99,0.77,0.99,0.68,0.68,0.45,0.77,0.99,0.77,0.68,0.77,0.99",1429549443,nogeo,norelevant
construir una casa,8,8,1000,0.81,http://planreforma.com/calculador-obra_nueva/,0.78,0.30,0.77,64700000,"0.99,0.99,0.77,0.77,0.77,0.99,0.77,0.99,0.99,0.77,0.99,0.99",1429584662,nogeo,norelevant
reformas integrales barcelona,12,14,1000,4.29,http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/,0.34,0.69,0.82,471000,"0.55,0.55,0.81,0.81,0.62,0.45,0.55,0.62,0.62,0.62,0.99,0.99",1429584601,geo,relevant
bombillas led ikea,18,18,1000,0.69,http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/,0.07,0.02,0.83,43000,"0.99,0.53,0.46,0.46,0.38,0.31,0.46,0.68,0.99,0.84,0.53,0.46",1429584660,nogeo,norelevant
tarima flotante precios,2,2,1000,1.19,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.22,0.25,0.89,390000,"0.46,0.38,0.68,0.68,0.53,0.25,0.46,0.46,0.84,0.38,0.68,0.99",1428092534,nogeo,norelevant
puertas uniarte,2,2,1000,0.46,http://www.habitissimo.es/presupuestos/puertas-uniarte,0.22,0.09,0.41,33000,"0.99,0.77,0.77,0.77,0.68,0.55,0.77,0.77,0.77,0.55,0.77,0.99",1428304642,nogeo,norelevant
lacar puertas,3,3,1000,0.59,http://preguntas.habitissimo.es/pregunta/lacar-puertas-de-madera-y-sus-marcos,0.15,0.08,0.44,226000,"0.77,0.68,0.68,0.55,0.55,0.55,0.68,0.68,0.77,0.77,0.99,0.99",1428804056,nogeo,norelevant
puertas calvente,6,8,1000,0.27,http://www.habitissimo.es/puertas-calvente-scp,0.08,0.02,0.17,37000,"0.77,0.68,0.77,0.68,0.77,0.55,0.68,0.77,0.77,0.68,0.77,0.99",1428462447,geo,norelevant
fregaderos roca,6,6,1000,0.22,http://www.habitissimo.es/catalogos/fregaderos,0.08,0.01,0.98,177000,"0.99,0.99,0.99,0.88,0.99,0.88,0.99,0.99,0.99,0.59,0.88,0.99",1428548381,nogeo,norelevant
grosfillex,11,10,1000,0.05,http://www.habitissimo.es/grosfillex/distribuidores,0.08,0.00,0.15,540000,"0.81,0.81,0.99,0.81,0.81,0.62,0.62,0.55,0.62,0.45,0.62,0.62",1428256288,nogeo,norelevant
hormigon impreso valencia,7,9,1000,2.40,http://www.habitissimo.es/presupuestos/hormigon-impreso/valencia,0.06,0.15,0.89,138000,"0.62,0.81,0.55,0.62,0.81,0.62,0.55,0.81,0.55,0.45,0.62,0.99",1428329319,geo,norelevant
construir una casa,10,12,1000,0.81,http://www.habitissimo.es/ideas/10-pasos-para-construir-tu-casa-ideal,0.05,0.03,0.77,65500000,"0.99,0.99,0.77,0.77,0.77,0.99,0.77,0.99,0.99,0.77,0.99,0.99",1428814453,nogeo,norelevant
platos de ducha de obra,10,10,1000,1.04,http://fotos.habitissimo.es/foto/plato-de-ducha-de-obra-con-piedra-natural_211841,0.05,0.05,0.77,393000,"0.68,0.68,0.68,0.55,0.77,0.77,0.77,0.68,0.99,0.68,0.99,0.77",1428533733,nogeo,norelevant
grosfillex,10,9,1000,0.05,http://www.habitissimo.es/grosfillex,0.05,0.00,0.15,540000,"0.81,0.81,0.99,0.81,0.81,0.62,0.62,0.55,0.62,0.45,0.62,0.62",1428256288,nogeo,norelevant
ventanas pvc precios,9,9,1000,0.88,http://precio.habitissimo.es/carpinteria-pvc,0.05,0.04,0.84,533000,"0.99,0.46,0.31,0.31,0.46,0.38,0.38,0.31,0.46,0.68,0.99,0.68",1428178656,nogeo,norelevant
canalones de aluminio,9,9,1000,1.76,http://www.habitissimo.es/presupuestos/canalones-aluminio,0.05,0.08,0.66,391000,"0.53,0.46,0.38,0.11,0.25,0.53,0.84,0.99,0.84,0.53,0.31,0.25",1428629513,nogeo,norelevant
pintar muebles,9,10,1000,1.63,http://www.habitissimo.es/presupuestos/pintar-muebles,0.05,0.07,0.08,1340000,"0.62,0.62,0.62,0.55,0.55,0.55,0.55,0.62,0.81,0.62,0.99,0.99",1428684342,nogeo,norelevant
puertas proma,9,7,1000,0.48,http://www.habitissimo.es/puertas-proma,0.05,0.02,0.17,21000,"0.99,0.77,0.77,0.77,0.68,0.45,0.68,0.77,0.77,0.55,0.77,0.99",1428774474,nogeo,norelevant
bauhaus gava,10,10,1000,0.00,http://www.habitissimo.es/bauhaus-gava,0.05,0.00,0.00,32000,"0.62,0.62,0.81,0.99,0.37,0.37,0.37,0.24,0.55,0.99,0.81,0.55",1428154977,geo,norelevant
expo mobi,10,10,1000,0.03,http://www.habitissimo.es/muebles-expo-mobi,0.05,0.00,0.03,593000,"0.99,0.77,0.99,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.99,0.77",1428754715,nogeo,norelevant
artemur,10,17,1000,0.07,http://www.habitissimo.es/artemur,0.05,0.00,0.08,83000,"0.62,0.55,0.62,0.55,0.55,0.55,0.81,0.99,0.81,0.55,0.81,0.62",1428145767,nogeo,norelevant
rosa gres,12,12,1000,0.42,http://www.habitissimo.es/rosa-gres,0.02,0.00,0.12,416000,"0.99,0.99,0.99,0.77,0.77,0.55,0.77,0.77,0.77,0.68,0.68,0.77",1428174718,nogeo,norelevant
azulejos baratos,12,12,1000,0.13,http://ofertas.habitissimo.es/azulejos-baratos,0.02,0.00,0.69,450000,"0.99,0.99,0.99,0.77,0.77,0.77,0.68,0.68,0.77,0.68,0.99,0.77",1428150363,nogeo,norelevant
rosa gres,13,13,1000,0.42,http://www.habitissimo.es/rosa-gres/distribuidores,0.01,0.00,0.12,416000,"0.99,0.99,0.99,0.77,0.77,0.55,0.77,0.77,0.77,0.68,0.68,0.77",1428174718,nogeo,norelevant
arreglar persiana,13,12,1000,3.77,http://www.habitissimo.es/presupuestos/reparar-persianas,0.01,0.05,0.59,152000,"0.55,0.68,0.68,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.99,0.77",1428473118,nogeo,relevant
rosa gres,14,14,1000,0.42,http://www.habitissimo.es/rosa-gres/catalogos,0.01,0.00,0.12,416000,"0.99,0.99,0.99,0.77,0.77,0.55,0.77,0.77,0.77,0.68,0.68,0.77",1428174718,nogeo,norelevant
brompi,14,11,1000,0.28,http://www.habitissimo.es/bronpi/distribuidores,0.01,0.00,0.08,234000,"0.38,0.25,0.25,0.21,0.25,0.25,0.53,0.68,0.99,0.84,0.99,0.68",1428577892,nogeo,norelevant
hormigon impreso precio,14,15,1000,1.52,http://precio.habitissimo.es/hormigon-impreso,0.01,0.01,0.91,236000,"0.99,0.99,0.68,0.37,0.68,0.68,0.68,0.77,0.77,0.77,0.68,0.77",1428241316,nogeo,norelevant
pozoblanco online,14,13,1000,0.00,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/cordoba/pozoblanco,0.01,0.00,0.00,311000,"0.55,0.68,0.99,0.77,0.77,0.68,0.77,0.99,0.99,0.77,0.77,0.68",1428721950,geo,norelevant
pintores en madrid,16,0,1000,3.03,http://www.habitissimo.es/empresas/pintores/madrid,0.00,0.02,0.70,1290000,"0.34,0.20,0.25,0.17,0.34,0.17,0.13,0.25,0.55,0.99,0.55,0.45",1428477941,geo,relevant
pintores en madrid,15,12,1000,3.03,http://www.habitissimo.es/presupuestos/pintores/madrid,0.00,0.02,0.70,1290000,"0.34,0.20,0.25,0.17,0.34,0.17,0.13,0.25,0.55,0.99,0.55,0.45",1428477941,geo,relevant
mesas auxiliares ikea,16,0,1000,0.17,http://www.habitissimo.es/ideas/19-mejores-hacks-ikea,0.00,0.00,0.38,73000,"0.45,0.37,0.45,0.45,0.55,0.55,0.62,0.62,0.81,0.81,0.99,0.81",1428391062,nogeo,norelevant
runtal,15,14,1000,1.02,http://www.habitissimo.es/runtal,0.00,0.00,0.02,425000,"0.77,0.68,0.77,0.68,0.68,0.37,0.77,0.77,0.77,0.68,0.77,0.99",1428468495,nogeo,norelevant
hormigon impreso precio,15,16,1000,1.52,http://www.habitissimo.es/presupuestos/hormigon-impreso,0.00,0.01,0.91,236000,"0.99,0.99,0.68,0.37,0.68,0.68,0.68,0.77,0.77,0.77,0.68,0.77",1428241316,nogeo,norelevant
pozoblanco online,15,14,1000,0.00,http://www.habitissimo.es/presupuestos/pintores/cordoba/pozoblanco,0.00,0.00,0.00,311000,"0.55,0.68,0.99,0.77,0.77,0.68,0.77,0.99,0.99,0.77,0.77,0.68",1428721950,geo,norelevant
