Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo
presupuesto reforma piso,10,9,140,2.88,http://tumanitas.com/trabajos-de/reforma-vivienda,0.12,0.27,0.74,680000,"0.65,0.35,0.65,0.65,0.65,0.81,0.81,0.99,0.35,0.27,0.27,0.54",1428515882,nogeo
presupuesto instalacion electrica,8,7,140,2.04,http://tumanitas.com/trabajos-de/cambiar-instalacion-electrica,0.12,0.19,0.47,282000,"0.99,0.43,0.67,0.67,0.81,0.33,0.43,0.67,0.43,0.52,0.81,0.81",1428832660,nogeo
precio lacar puertas en blanco,8,8,140,0.64,http://tumanitas.com/trabajos-de/lacar-puertas,0.12,0.06,0.61,73000,"0.28,0.22,0.28,0.28,0.34,0.44,0.66,0.28,0.28,0.16,0.66,0.99",1428477771,nogeo
carpinteria metalica murcia,10,9,140,1.28,http://tumanitas.com/trabajos-en/murcia/carpinteria-metalica,0.12,0.12,0.47,184000,"0.99,0.65,0.82,0.53,0.65,0.41,0.41,0.99,0.99,0.65,0.82,0.82",1428641544,geo
precios cocinas,12,13,320,0.38,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.12,0.03,0.87,1140000,"0.81,0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.81,0.67,0.99,0.81",1428123489,nogeo
precios instalaciones electricas,2,2,30,0.79,http://tumanitas.com/precios-de-reformas/electricidad/instalaciones-electricas,0.11,0.06,0.63,510000,"0.99,0.75,0.50,0.50,0.25,0.50,0.50,0.50,0.99,0.25,0.99,0.99",1428597866,nogeo
carpinteria metalica precios,2,2,30,0.47,http://tumanitas.com/precios-de-reformas/carpinteria-metalica,0.11,0.04,0.90,217000,"0.99,0.60,0.80,0.40,0.60,0.40,0.60,0.80,0.80,0.60,0.60,0.80",1428428955,nogeo
www.tumanitas.com,2,0,30,0.82,http://tumanitas.com/ultimos-trabajos,0.11,0.07,0.66,322000,"0.80,0.40,0.60,0.80,0.99,0.20,0.40,0.20,0.60,0.20,0.40,0.40",1428721395,nogeo
precio poliuretano,2,2,30,0.00,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.11,0.00,0.61,818000,"0.80,0.40,0.60,0.20,0.40,0.40,0.40,0.60,0.99,0.40,0.80,0.40",1428338307,nogeo
baños precios,3,4,40,0.43,http://tumanitas.com/precios-de-reformas/reformas-banos,0.10,0.03,1.00,44400000,"0.99,0.60,0.60,0.80,0.60,0.60,0.80,0.40,0.40,0.60,0.99,0.99",1428409200,nogeo
reformar cocina,15,15,720,1.77,http://tumanitas.com/trabajos-de/reformas-cocinas,0.10,0.14,0.84,13200000,"0.72,0.59,0.59,0.48,0.48,0.59,0.59,0.59,0.72,0.72,0.99,0.99",1428115372,nogeo
reformar cocina precio,7,7,90,1.61,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.10,0.13,0.86,2060000,"0.82,0.53,0.65,0.65,0.41,0.28,0.65,0.53,0.99,0.41,0.28,0.53",1428818744,nogeo
rejas de hierro precios,3,0,40,0.67,http://tumanitas.com/precios-de-reformas/carpinteria-metalica/rejas-de-hierro,0.10,0.05,0.72,412000,"0.99,0.56,0.43,0.71,0.56,0.99,0.56,0.43,0.56,0.28,0.28,0.71",1428079500,nogeo
reformas en vizcaya,7,5,90,1.09,http://tumanitas.com/trabajos-en/vizcaya/reformas,0.10,0.08,0.87,893000,"0.28,0.41,0.65,0.53,0.65,0.99,0.24,0.28,0.53,0.24,0.18,0.65",1428610894,geo
reformas malaga,16,16,720,2.98,http://tumanitas.com/trabajos-en/malaga/reformas,0.10,0.24,0.76,516000,"0.48,0.48,0.59,0.48,0.99,0.88,0.88,0.99,0.72,0.39,0.48,0.72",1428174959,geo
boletin electrico,15,19,720,4.19,http://tumanitas.com/trabajos-de/boletin-electrico,0.10,0.34,0.82,1670000,"0.67,0.55,0.99,0.82,0.99,0.44,0.82,0.82,0.82,0.82,0.82,0.82",1428236330,nogeo
presupuesto reforma vivienda,7,8,90,2.84,http://tumanitas.com/,0.10,0.23,0.93,12600000,"0.41,0.41,0.53,0.28,0.41,0.28,0.28,0.41,0.65,0.53,0.82,0.99",1428351534,nogeo
cocinas precios,13,13,390,0.41,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.10,0.03,0.85,1100000,"0.81,0.66,0.66,0.54,0.54,0.66,0.81,0.81,0.66,0.66,0.99,0.99",1428295702,nogeo
reformas de cocinas precios,5,0,70,1.70,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.10,0.13,0.86,627000,"0.78,0.56,0.56,0.78,0.78,0.99,0.78,0.44,0.78,0.33,0.78,0.78",1428400344,nogeo
reformas presupuestos,4,1,50,3.66,http://tumanitas.com/,0.10,0.28,0.92,12500000,"0.36,0.18,0.18,0.18,0.36,0.27,0.27,0.36,0.45,0.64,0.82,0.99",1428079516,nogeo
trabajos de fontaneria,6,6,70,1.30,http://tumanitas.com/trabajos-de/fontaneria,0.10,0.10,0.56,771000,"0.99,0.56,0.78,0.78,0.56,0.44,0.56,0.99,0.56,0.78,0.78,0.78",1428788111,nogeo
carpinteria alicante,5,5,70,0.38,http://tumanitas.com/trabajos-en/alicante/carpinteria-madera,0.10,0.03,0.22,512000,"0.56,0.56,0.56,0.56,0.56,0.78,0.78,0.78,0.78,0.44,0.99,0.78",1428746187,geo
mudanzas donostia,6,6,70,0.74,http://tumanitas.com/trabajos-en/donostia-san-sebastian/mudanzas-transporte,0.10,0.05,0.91,92000,"0.27,0.64,0.45,0.45,0.82,0.45,0.64,0.82,0.99,0.99,0.82,0.45",1428382460,nogeo
reformas cocinas,14,13,480,2.25,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.09,0.17,0.85,799000,"0.66,0.81,0.81,0.81,0.54,0.66,0.66,0.66,0.81,0.66,0.99,0.99",1428506408,nogeo
carpinteria madera sevilla,9,7,110,0.81,http://tumanitas.com/trabajos-en/sevilla/carpinteria-madera,0.09,0.06,0.45,419000,"0.99,0.12,0.06,0.07,0.03,0.07,0.06,0.07,0.07,0.06,0.06,0.04",1428198462,geo
presupuesto pintura,8,6,110,1.73,http://tumanitas.com/trabajos-de/pintura,0.09,0.12,0.75,4170000,"0.99,0.67,0.67,0.52,0.67,0.52,0.67,0.52,0.52,0.43,0.43,0.52",1428761618,nogeo
cambiar puertas,10,10,110,0.56,http://tumanitas.com/trabajos-de/cambiar-puertas-de-interior,0.09,0.04,0.56,19800000,"0.53,0.53,0.53,0.53,0.53,0.53,0.65,0.53,0.41,0.41,0.99,0.99",1428274639,nogeo
reformas baños valencia,9,10,110,0.83,http://tumanitas.com/trabajos-en/valencia/reformas-banos,0.09,0.06,0.62,579000,"0.16,0.28,0.16,0.22,0.16,0.28,0.44,0.53,0.99,0.22,0.22,0.44",1428737354,geo
presupuesto de cocinas,11,11,70,1.40,http://tumanitas.com/trabajos-de/reformas-cocinas,0.09,0.10,0.88,954000,"0.64,0.45,0.64,0.82,0.64,0.64,0.82,0.64,0.99,0.64,0.82,0.82",1428755085,nogeo
precios pintura,11,14,70,0.91,http://tumanitas.com/precios-de-reformas/pintura,0.09,0.06,0.98,12700000,"0.78,0.78,0.56,0.44,0.56,0.44,0.78,0.78,0.56,0.44,0.99,0.78",1428232105,nogeo
presupuesto reforma casa,11,11,70,2.41,http://tumanitas.com/trabajos-de/reforma-vivienda,0.09,0.17,0.94,13500000,"0.56,0.44,0.78,0.78,0.99,0.78,0.78,0.78,0.78,0.44,0.78,0.78",1428502492,nogeo
reformar baños,11,12,70,2.39,http://tumanitas.com/precios-de-reformas/reformas-banos,0.09,0.17,0.84,11400000,"0.78,0.78,0.78,0.33,0.33,0.56,0.78,0.56,0.99,0.44,0.99,0.78",1428761548,nogeo
poliuretano proyectado,19,0,1000,0.95,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.08,0.06,0.59,334000,"0.77,0.68,0.77,0.68,0.68,0.55,0.68,0.77,0.77,0.68,0.99,0.77",1428774848,nogeo
precios cocinas,13,14,320,0.38,http://tumanitas.com/precios-de-reformas/cocina,0.08,0.02,0.87,1140000,"0.81,0.54,0.54,0.54,0.54,0.54,0.67,0.67,0.81,0.67,0.99,0.81",1428123489,nogeo
presupuesto pintores madrid,4,4,40,3.11,http://tumanitas.com/trabajos-en/madrid/pintura,0.08,0.19,0.53,422000,"0.41,0.18,0.12,0.12,0.53,0.06,0.12,0.06,0.06,0.06,0.12,0.99",1428586885,geo
alicatar pared,4,4,40,0.00,http://blog.tumanitas.com/como-alicatar-paredes/,0.08,0.00,0.21,377000,"0.80,0.60,0.60,0.80,0.80,0.60,0.99,0.99,0.60,0.60,0.40,0.60",1428161255,nogeo
de obras y reformas,4,12,40,2.95,http://tumanitas.com/,0.08,0.18,0.87,595000,"0.43,0.43,0.43,0.71,0.99,0.43,0.56,0.56,0.56,0.43,0.43,0.56",1428409160,nogeo
presupuesto baño,7,6,70,1.63,http://tumanitas.com/trabajos-de/reformas-banos,0.08,0.10,0.82,8890000,"0.36,0.36,0.50,0.64,0.50,0.50,0.36,0.64,0.50,0.50,0.64,0.99",1428495738,nogeo
presupuesto electrico,4,3,40,1.86,http://tumanitas.com/trabajos-de/electricidad,0.08,0.11,0.32,11200000,"0.56,0.71,0.99,0.56,0.56,0.56,0.56,0.71,0.56,0.28,0.28,0.56",1428610738,nogeo
cocinas precios,14,14,390,0.41,http://tumanitas.com/precios-de-reformas/cocina,0.08,0.02,0.85,1100000,"0.81,0.66,0.66,0.54,0.54,0.66,0.81,0.81,0.66,0.66,0.99,0.99",1428295702,nogeo
reformas de baños en barcelona,10,10,90,4.67,http://tumanitas.com/trabajos-en/provincia-de-barcelona/reformas-banos,0.07,0.28,0.75,755000,"0.27,0.27,0.27,0.27,0.19,0.15,0.27,0.35,0.27,0.35,0.65,0.99",1428179003,geo
presupuestos de limpieza,3,2,30,1.05,http://tumanitas.com/trabajos-de/limpieza-jardineria,0.07,0.06,0.86,7680000,"0.40,0.80,0.80,0.40,0.80,0.20,0.40,0.80,0.99,0.40,0.80,0.80",1428154351,nogeo
presupuestos de pintura,10,8,90,1.79,http://tumanitas.com/trabajos-en/madrid/pintura,0.07,0.10,0.86,1520000,"0.99,0.82,0.82,0.82,0.64,0.45,0.64,0.82,0.64,0.64,0.64,0.82",1428746343,nogeo
presupuestos de pintura,9,7,90,1.79,http://tumanitas.com/trabajos-de/pintura,0.07,0.10,0.86,1520000,"0.99,0.82,0.82,0.82,0.64,0.45,0.64,0.82,0.64,0.64,0.64,0.82",1428746343,nogeo
precios baños,3,3,30,0.37,http://tumanitas.com/precios-de-reformas/reformas-banos,0.07,0.02,1.00,42800000,"0.99,0.75,0.50,0.75,0.75,0.75,0.50,0.99,0.99,0.50,0.99,0.75",1428101292,nogeo
presupuestos fontaneria,3,2,30,1.11,http://tumanitas.com/trabajos-de/fontaneria,0.07,0.06,0.79,468000,"0.60,0.40,0.40,0.40,0.40,0.20,0.80,0.80,0.60,0.40,0.99,0.40",1428161280,nogeo
web de reformas,3,5,30,2.04,http://tumanitas.com/,0.07,0.12,0.81,22300000,"0.99,0.50,0.50,0.75,0.99,0.75,0.50,0.75,0.99,0.25,0.75,0.99",1428611068,nogeo
espuma poliuretano precio,10,10,90,0.30,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.07,0.01,0.96,488000,"0.64,0.50,0.79,0.50,0.64,0.64,0.64,0.36,0.36,0.28,0.64,0.99",1428506700,nogeo
carpinteria tenerife,9,9,90,0.47,http://tumanitas.com/trabajos-en/tenerife/carpinteria-madera,0.07,0.02,0.14,469000,"0.79,0.99,0.64,0.50,0.99,0.99,0.28,0.79,0.36,0.28,0.28,0.28",1428442567,geo
reformas castellon,9,8,90,1.03,http://tumanitas.com/trabajos-en/castellon/reformas,0.07,0.06,0.68,515000,"0.19,0.65,0.27,0.35,0.27,0.35,0.27,0.35,0.27,0.15,0.27,0.99",1428501996,geo
reformas en castellon,9,9,90,1.07,http://tumanitas.com/trabajos-en/castellon/reformas,0.07,0.06,0.78,516000,"0.64,0.79,0.64,0.50,0.79,0.50,0.36,0.64,0.64,0.50,0.50,0.99",1428468457,geo
presupuesto parquet,8,12,90,1.22,http://tumanitas.com/trabajos-de/parquet-y-tarima,0.07,0.07,0.85,468000,"0.99,0.79,0.50,0.36,0.50,0.36,0.64,0.50,0.64,0.64,0.99,0.79",1428327426,nogeo
presupuestos de obras y reformas,3,2,30,0.00,http://tumanitas.com/,0.07,0.00,0.83,12300000,"0.99,0.43,0.56,0.43,0.14,0.14,0.28,0.71,0.56,0.43,0.28,0.14",1428814135,nogeo
www.tumanitas.com,3,0,30,0.82,http://tumanitas.com/login.html,0.07,0.05,0.66,322000,"0.80,0.40,0.60,0.80,0.99,0.20,0.40,0.20,0.60,0.20,0.40,0.40",1428721395,nogeo
presupuesto de obras,3,2,30,2.59,http://tumanitas.com/,0.07,0.15,0.94,53800000,"0.67,0.67,0.99,0.99,0.67,0.67,0.67,0.99,0.99,0.67,0.67,0.99",1428243035,nogeo
presupuesto de jardineria,3,3,30,0.54,http://tumanitas.com/trabajos-de/limpieza-jardineria,0.07,0.03,0.34,877000,"0.99,0.60,0.40,0.40,0.40,0.20,0.40,0.60,0.60,0.20,0.60,0.40",1428442410,nogeo
presupuesto reformas madrid,3,2,30,5.73,http://tumanitas.com/,0.07,0.34,0.56,794000,"0.40,0.60,0.99,0.40,0.40,0.40,0.40,0.40,0.40,0.20,0.60,0.99",1428241257,geo
reforma baño,19,18,880,2.25,http://tumanitas.com/trabajos-de/reforma-bano,0.07,0.13,0.76,15000000,"0.68,0.55,0.45,0.55,0.55,0.55,0.55,0.55,0.68,0.55,0.77,0.99",1428285049,nogeo
precio proyectado poliuretano,2,2,20,0.02,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.07,0.00,0.65,125000,"0.67,0.33,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.99,0.67",1428114870,nogeo
trabajos de reformas,2,1,20,0.78,http://tumanitas.com/trabajos-de/reformas,0.07,0.04,0.85,22500000,"0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.99,0.67",1428717340,nogeo
presupuesto reforma madrid,2,2,20,4.08,http://tumanitas.com/,0.07,0.23,0.84,11200000,"0.11,0.11,0.11,0.22,0.22,0.22,0.22,0.11,0.33,0.22,0.33,0.99",1428236345,geo
presupuestos obra,2,2,20,3.22,http://tumanitas.com/,0.07,0.18,0.71,23700000,"0.75,0.50,0.75,0.75,0.50,0.25,0.75,0.99,0.50,0.25,0.50,0.75",1428586444,nogeo
obras de reforma,2,1,20,1.90,http://tumanitas.com/,0.07,0.11,0.63,59600000,"0.99,0.99,0.99,0.67,0.33,0.33,0.99,0.99,0.67,0.67,0.99,0.99",1428154505,nogeo
precios de instalaciones electricas,2,2,20,4.54,http://tumanitas.com/precios-de-reformas/electricidad/instalaciones-electricas,0.07,0.26,0.64,915000,"0.20,0.40,0.40,0.40,0.40,0.40,0.20,0.40,0.40,0.20,0.80,0.99",1428218750,nogeo
carpinteria madera barcelona,5,3,50,2.06,http://tumanitas.com/trabajos-en/barcelona/carpinteria-madera,0.07,0.11,0.82,456000,"0.56,0.56,0.71,0.56,0.99,0.56,0.71,0.71,0.99,0.99,0.99,0.56",1428779637,geo
carpinteria madera valencia,5,6,50,0.63,http://tumanitas.com/trabajos-en/valencia/carpinteria-madera,0.07,0.03,0.81,519000,"0.56,0.56,0.43,0.99,0.71,0.43,0.71,0.99,0.71,0.56,0.71,0.71",1428141542,geo
carpinteria metalica valladolid,5,4,50,0.59,http://tumanitas.com/trabajos-en/provincia-de-valladolid/carpinteria-metalica,0.07,0.03,0.32,116000,"0.71,0.56,0.99,0.71,0.71,0.71,0.71,0.71,0.71,0.56,0.99,0.99",1428127467,geo
presupuesto jardineria,5,3,50,1.61,http://tumanitas.com/trabajos-de/limpieza-jardineria,0.07,0.09,0.45,405000,"0.71,0.56,0.99,0.71,0.56,0.43,0.71,0.71,0.71,0.28,0.56,0.71",1428387343,nogeo
precio reformas,6,0,50,2.50,http://tumanitas.com/precios-de-reformas,0.07,0.14,0.96,22900000,"0.99,0.78,0.99,0.44,0.22,0.33,0.33,0.22,0.44,0.44,0.56,0.44",1428721826,nogeo
precio reformas,5,4,50,2.50,http://tumanitas.com/precios-de-reformas/reformas,0.07,0.14,0.96,22900000,"0.99,0.78,0.99,0.44,0.22,0.33,0.33,0.22,0.44,0.44,0.56,0.44",1428721826,nogeo
presupuesto albañileria,5,5,50,1.96,http://tumanitas.com/trabajos-de/albanileria-2,0.07,0.11,0.78,383000,"0.99,0.64,0.64,0.45,0.64,0.36,0.27,0.36,0.36,0.45,0.64,0.45",1428611015,nogeo
presupuesto pintor,6,5,50,2.80,http://tumanitas.com/trabajos-de/pintura,0.07,0.15,0.70,742000,"0.78,0.44,0.44,0.99,0.99,0.56,0.44,0.56,0.44,0.78,0.44,0.44",1428237037,nogeo
precio reformar baño,5,5,50,2.35,http://tumanitas.com/precios-de-reformas/reformas-banos,0.07,0.13,0.88,18000000,"0.44,0.56,0.56,0.56,0.44,0.56,0.78,0.78,0.78,0.56,0.99,0.78",1428841383,nogeo
presupuesto fontaneria,6,6,50,1.12,http://tumanitas.com/trabajos-de/fontaneria,0.07,0.06,0.78,391000,"0.99,0.71,0.56,0.71,0.71,0.56,0.71,0.71,0.71,0.71,0.71,0.71",1428265559,nogeo
presupuestos reformas barcelona,6,7,50,3.83,http://tumanitas.com/,0.07,0.21,0.82,632000,"0.56,0.99,0.99,0.56,0.99,0.56,0.56,0.56,0.56,0.44,0.44,0.33",1428179383,geo
cuanto cuesta tapizar un sofa,15,15,480,0.21,http://tumanitas.com/trabajos-de/tapiceria-y-cortinas,0.07,0.01,0.52,6000,"0.67,0.44,0.54,0.54,0.44,0.44,0.67,0.67,0.82,0.67,0.99,0.82",1428323232,nogeo
pladur alicante,11,15,50,0.43,http://tumanitas.com/trabajos-en/alicante/yeso-y-pladur,0.06,0.02,0.14,441000,"0.71,0.56,0.56,0.56,0.56,0.71,0.56,0.71,0.99,0.71,0.71,0.99",1428183316,geo
precio reformar cocina,11,11,50,3.02,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.06,0.16,0.90,2050000,"0.71,0.99,0.56,0.71,0.56,0.99,0.71,0.71,0.71,0.56,0.99,0.99",1428783999,nogeo
reformas baños zaragoza,11,11,50,1.53,http://tumanitas.com/trabajos-en/provincia-de-zaragoza/reformas-banos,0.06,0.08,0.85,673000,"0.71,0.56,0.99,0.71,0.99,0.43,0.71,0.28,0.71,0.71,0.71,0.99",1428114869,geo
reformas madrid precios,11,16,50,2.45,http://tumanitas.com/,0.06,0.13,0.97,846000,"0.27,0.45,0.27,0.27,0.27,0.09,0.36,0.82,0.36,0.82,0.99,0.64",1428198659,geo
pladur coruña,11,14,50,0.00,http://tumanitas.com/trabajos-en/provincia-de-coruna/yeso-y-pladur,0.06,0.00,0.05,401000,"0.99,0.99,0.56,0.56,0.99,0.43,0.43,0.71,0.71,0.43,0.71,0.71",1428457834,geo
tapizar sillon,13,12,260,0.28,http://tumanitas.com/trabajos-de/tapizar-sillon,0.06,0.01,0.50,189000,"0.81,0.66,0.81,0.53,0.53,0.66,0.81,0.81,0.99,0.66,0.81,0.81",1428783607,nogeo
alicatados baños,14,19,320,0.37,http://tumanitas.com/trabajos-de/alicatados-banos-cocinas,0.06,0.01,0.21,364000,"0.08,0.12,0.19,0.36,0.44,0.30,0.36,0.10,0.44,0.36,0.67,0.99",1428318297,nogeo
casas japonesas,14,16,320,0.00,http://blog.tumanitas.com/casas-japonesas/,0.06,0.00,0.01,521000,"0.99,0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.82,0.82,0.99,0.82",1428338725,nogeo
reformar un baño,12,12,170,1.76,http://tumanitas.com/precios-de-reformas/reformas-banos,0.06,0.08,0.81,13000000,"0.53,0.53,0.44,0.44,0.34,0.53,0.99,0.81,0.66,0.44,0.66,0.66",1428500519,nogeo
presupuesto reforma cocina,12,0,170,2.29,http://tumanitas.com/precios-de-reformas/reformas-cocinas,0.06,0.11,0.86,624000,"0.99,0.65,0.65,0.65,0.65,0.54,0.54,0.65,0.81,0.65,0.81,0.81",1428511173,nogeo
estanterias pladur fotos,4,9,30,0.00,http://tumanitas.com/fotos-reformas/estanterias-pladur,0.06,0.00,0.14,47000,"0.60,0.20,0.20,0.40,0.40,0.60,0.99,0.60,0.99,0.80,0.99,0.80",1428655369,nogeo
cambiar puertas casa,8,10,70,0.00,http://tumanitas.com/trabajos-de/cambiar-puertas-de-interior,0.06,0.00,0.50,13400000,"0.36,0.27,0.45,0.45,0.82,0.64,0.99,0.99,0.99,0.45,0.64,0.36",1428246988,nogeo
precio espuma de poliuretano,4,6,30,0.26,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.06,0.01,0.89,487000,"0.28,0.43,0.43,0.28,0.56,0.28,0.28,0.71,0.56,0.28,0.43,0.99",1428759699,nogeo
sika microcemento,8,8,70,1.79,http://blog.tumanitas.com/como-revestir-paredes-de-microcemento/,0.06,0.08,0.66,21000,"0.78,0.78,0.78,0.78,0.44,0.56,0.78,0.99,0.78,0.78,0.44,0.78",1428097340,nogeo
reformas integrales bilbao,9,8,70,2.34,http://tumanitas.com/trabajos-en/bilbao/reformas,0.06,0.11,0.89,125000,"0.45,0.64,0.45,0.36,0.45,0.27,0.36,0.64,0.82,0.82,0.99,0.64",1428555347,geo
presupuesto instalacion electrica vivienda,8,4,70,2.47,http://tumanitas.com/trabajos-de/instalacion-electrica,0.06,0.11,0.37,102000,"0.45,0.64,0.99,0.45,0.27,0.27,0.27,0.82,0.64,0.64,0.64,0.64",1428395881,nogeo
tapizar sofa piel,4,9,30,0.37,http://tumanitas.com/trabajos-de/tapizar-sofa,0.06,0.01,0.66,59000,"0.28,0.14,0.28,0.43,0.28,0.28,0.43,0.43,0.56,0.28,0.99,0.71",1428559470,nogeo
mudanzas vitoria,9,9,70,1.19,http://tumanitas.com/trabajos-en/vitoria-gasteiz/mudanzas-transporte,0.06,0.05,0.89,244000,"0.64,0.45,0.64,0.82,0.82,0.36,0.99,0.82,0.64,0.64,0.82,0.99",1428170055,nogeo
presupuestos albañileria,4,6,30,1.56,http://tumanitas.com/trabajos-de/albanileria-2,0.06,0.07,0.84,369000,"0.80,0.80,0.60,0.40,0.40,0.40,0.40,0.99,0.60,0.60,0.60,0.99",1428437972,nogeo
como hacer presupuestos de reformas,4,0,30,0.92,http://tumanitas.com/p/hacer-buen-presupuesto.html,0.06,0.04,0.87,38900000,"0.56,0.43,0.43,0.14,0.14,0.14,0.28,0.14,0.14,0.14,0.56,0.99",1428351557,nogeo
carpinteria en barcelona,4,4,30,0.91,http://tumanitas.com/trabajos-en/barcelona/carpinteria-madera,0.06,0.04,0.78,628000,"0.28,0.28,0.43,0.28,0.43,0.56,0.43,0.28,0.56,0.28,0.99,0.28",1428270128,geo
www.tumanitas.com,4,0,30,0.82,http://tumanitas.com/alta-manitas.html,0.06,0.03,0.66,322000,"0.80,0.40,0.60,0.80,0.99,0.20,0.40,0.20,0.60,0.20,0.40,0.40",1428721395,nogeo
trabajos de pintura,8,8,70,0.96,http://tumanitas.com/trabajos-de/pintura,0.06,0.04,0.72,21800000,"0.99,0.78,0.78,0.78,0.78,0.56,0.99,0.78,0.78,0.78,0.99,0.99",1428114990,nogeo
precio espuma poliuretano,10,10,70,0.56,http://tumanitas.com/precios-de-reformas/aislamientos/poliuretano-proyectado,0.06,0.02,0.82,494000,"0.82,0.64,0.64,0.64,0.64,0.64,0.82,0.64,0.99,0.64,0.82,0.64",1428251748,nogeo
presupuesto cocinas,10,11,70,0.99,http://tumanitas.com/trabajos-de/reformas-cocinas,0.06,0.04,0.87,815000,"0.99,0.78,0.78,0.78,0.78,0.56,0.99,0.99,0.78,0.56,0.99,0.78",1428154398,nogeo
cambiar instalacion electrica,8,10,70,1.32,http://tumanitas.com/trabajos-de/cambiar-instalacion-electrica,0.06,0.06,0.18,341000,"0.36,0.45,0.64,0.64,0.64,0.18,0.27,0.45,0.36,0.99,0.82,0.99",1428198912,nogeo
carpinteria castellon,6,12,40,0.00,http://tumanitas.com/trabajos-en/castellon/carpinteria-madera,0.05,0.00,0.22,394000,"0.71,0.43,0.56,0.71,0.99,0.71,0.56,0.28,0.43,0.43,0.43,0.43",1428127422,geo
carpinteria bilbao,7,9,50,0.91,http://tumanitas.com/trabajos-en/bilbao/carpinteria-madera,0.05,0.04,0.54,369000,"0.71,0.56,0.56,0.71,0.56,0.43,0.71,0.71,0.99,0.56,0.56,0.56",1428746275,geo
precio carpinteria aluminio,6,7,40,2.04,http://tumanitas.com/precios-de-reformas/carpinteria-metalica,0.05,0.09,0.92,515000,"0.60,0.80,0.60,0.60,0.80,0.80,0.60,0.80,0.80,0.80,0.99,0.60",1428548323,nogeo
tapizar un sofa precio,7,10,50,0.49,http://tumanitas.com/trabajos-de/tapizar-sofa,0.05,0.02,0.75,139000,"0.78,0.56,0.11,0.11,0.33,0.56,0.78,0.56,0.78,0.56,0.78,0.99",1428079299,nogeo
necesito albañil,6,13,40,1.70,http://tumanitas.com/trabajos-de/necesito-albanil,0.05,0.07,0.68,404000,"0.71,0.43,0.28,0.28,0.43,0.99,0.99,0.56,0.43,0.43,0.43,0.71",1428165783,nogeo
estanterias de pladur fotos,7,9,50,0.23,http://tumanitas.com/fotos-reformas/estanterias-pladur,0.05,0.01,0.25,47000,"0.43,0.43,0.99,0.71,0.56,0.99,0.71,0.71,0.56,0.43,0.56,0.43",1428351614,nogeo
pintar puertas,17,0,480,0.56,http://tumanitas.com/trabajos-de/lacar-puertas,0.05,0.02,0.07,1180000,"0.81,0.81,0.66,0.66,0.81,0.81,0.81,0.99,0.81,0.66,0.81,0.99",1428101806,nogeo
tabiques de pladur,17,0,480,0.50,http://tumanitas.com/trabajos-de/hacer-tabiques-de-pladur,0.05,0.02,0.24,403000,"0.82,0.67,0.82,0.67,0.54,0.67,0.82,0.44,0.67,0.67,0.82,0.99",1428161033,nogeo
precios reformas integrales,11,11,40,2.37,http://tumanitas.com/precios-de-reformas/aislamientos/reformas-integrales,0.05,0.10,0.82,424000,"0.22,0.22,0.44,0.11,0.56,0.44,0.99,0.56,0.44,0.11,0.33,0.44",1428395763,nogeo
reformas de cocinas en madrid,11,11,40,5.11,http://tumanitas.com/trabajos-en/provincia-de-madrid/reformas-cocinas,0.05,0.21,0.77,614000,"0.78,0.99,0.56,0.22,0.56,0.44,0.44,0.56,0.78,0.11,0.22,0.22",1428122969,geo
vestir un armario empotrado,11,13,40,0.42,http://tumanitas.com/trabajos-de/armario-empotrado,0.05,0.01,0.27,79000,"0.71,0.43,0.28,0.43,0.14,0.56,0.71,0.56,0.71,0.56,0.56,0.99",1428261123,nogeo
reformas en santander,11,0,40,1.84,http://tumanitas.com/empresas-reformas/santander,0.05,0.07,0.68,801000,"0.14,0.28,0.28,0.14,0.21,0.14,0.07,0.99,0.07,0.07,0.21,0.28",1428227648,geo
i-decoracion,11,0,40,0.00,http://tumanitas.com/manitas/vladimir-triquell-cases,0.05,0.00,0.22,19700000,"0.99,0.80,0.80,0.60,0.40,0.40,0.60,0.60,0.99,0.60,0.99,0.60",1428400297,nogeo
reformas en burgos,11,11,40,1.01,http://tumanitas.com/trabajos-en/burgos/reformas,0.05,0.04,0.81,1060000,"0.99,0.28,0.43,0.28,0.56,0.28,0.71,0.71,0.56,0.43,0.99,0.71",1428309353,geo
